"","siteID","xcoord","ycoord","mdcaty","wgt","stratum","panel","EvalStatus","EvalReason","gnis_name","reachcode","c3_zone","length_km","resource","streamcode","comment202","shape_leng","basin_name"
"461","FLSS21001-461",604963.391619979,341628.461130386,"Equal",279937.0160821,"Zone 4","Base","NotEval"," ","","03100101004189","Zone 4",3.25098426582,"Stream","31924-03100101004189","",3250.98426582,"Zone 4"
"462","FLSS21001-462",564304.21331411,484360.759870255,"Equal",279937.0160821,"Zone 4","Base","NotEval"," ","Bee Tree Branch","03100205000456","Zone 4",2.4001620001,"Stream","36274-03100205000456","",2400.1620001,"Zone 4"
"463","FLSS21001-463",578928.177559134,402852.199443255,"Equal",279937.0160821,"Zone 4","Base","NotEval"," ","Long Branch","03100203000061","Zone 4",8.22314550729,"Stream","36980-03100203000061","",8223.14550729,"Zone 4"
"464","FLSS21001-464",618753.74940184,385955.68255802,"Equal",279937.0160821,"Zone 4","Base","NotEval"," ","Alligator Branch","03100101000288","Zone 4",3.22902068651,"Stream","36201-03100101000288","Contacted owner to set up appointment, and she said the site was very flooded. KC 09/02/2020",3229.02068651,"Zone 4"
"465","FLSS21001-465",577491.701899052,383105.79017054,"Equal",279937.0160821,"Zone 4","Base","NotEval"," ","","03100102010773","Zone 4",0.19202030425,"Stream","33338-03100102010773","",192.02030425,"Zone 4"
"466","FLSS21001-466",548314.044693088,483456.250322823,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100207000544","Zone 4",1.40130554283,"Stream","35614-03100207000544","",1401.30554283,"Zone 4"
"467","FLSS21001-467",582539.752459363,439441.597011436,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100204000052","Zone 4",0.243940301445,"Stream","34850-03100204000052","",243.940301445,"Zone 4"
"468","FLSS21001-468",605069.845625562,439936.89989518,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101003452","Zone 4",0.518671171362,"Stream","108325-03100101003452","",518.671171362,"Zone 4"
"469","FLSS21001-469",613598.512563517,377720.015454277,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101003129","Zone 4",4.15354673205,"Stream","31423-03100101003129","",4153.54673205,"Zone 4"
"470","FLSS21001-470",574898.290418803,364664.347335714,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Mossy Island Slough","03100102000964","Zone 4",1.44791418578,"Stream","37042-03100102000964","",1447.91418578,"Zone 4"
"471","FLSS21001-471",572839.303438859,454968.194434447,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100205000321","Zone 4",2.25688002761,"Stream","35052-03100205000321","",2256.88002761,"Zone 4"
"472","FLSS21001-472",628318.401956144,429164.154227221,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101000687","Zone 4",2.02882368888,"Stream","30388-03100101000687","",2028.82368888,"Zone 4"
"473","FLSS21001-473",604919.730871073,329242.555868767,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101003431","Zone 4",1.0300946615,"Stream","107510-03100101003431","",1030.0946615,"Zone 4"
"474","FLSS21001-474",546384.505429125,476976.279707114,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Fivemile Creek","03100207001522","Zone 4",0.721366187931,"Stream","36617-03100207001522","",721.366187931,"Zone 4"
"475","FLSS21001-475",556200.560175364,402960.793261775,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100202000569","Zone 4",0.793680928387,"Stream","38163-03100202000569","",793.680928387,"Zone 4"
"476","FLSS21001-476",593450.034186044,356260.674183317,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100102000551","Zone 4",0.81632933422,"Stream","32747-03100102000551","",816.32933422,"Zone 4"
"477","FLSS21001-477",609299.122037065,343357.490529493,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101005279","Zone 4",3.07946902154,"Stream","32017-03100101005279","",3079.46902154,"Zone 4"
"478","FLSS21001-478",564887.268683477,551314.575811317,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100208000489","Zone 4",0.121735693198,"Stream","35976-03100208000489","",121.735693198,"Zone 4"
"479","FLSS21001-479",572498.726977534,427964.898783476,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Fishhawk Creek","03100204000007","Zone 4",9.26175345809,"Stream","36606-03100204000007","",9261.75345809,"Zone 4"
"480","FLSS21001-480",624033.684807602,387561.872656541,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101025344","Zone 4",0.943420735477,"Stream","32579-03100101025344","",943.420735477,"Zone 4"
"481","FLSS21001-481",583132.329285764,393568.48051709,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100202001082","Zone 4",4.28113021106,"Stream","34453-03100202001082","",4281.13021106,"Zone 4"
"482","FLSS21001-482",657297.43165651,393631.764793682,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03090101022776","Zone 4",0.606858964586,"Stream","29745-03090101022776","",606.858964586,"Zone 4"
"483","FLSS21001-483",595097.907089514,446728.918899012,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100205000033","Zone 4",2.97114123321,"Stream","34974-03100205000033","",2971.14123321,"Zone 4"
"484","FLSS21001-484",620081.429662113,403966.535232757,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101003172","Zone 4",1.51719282426,"Stream","31440-03100101003172","",1517.19282426,"Zone 4"
"485","FLSS21001-485",616595.392597549,368795.627381331,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101002993","Zone 4",1.0336874253,"Stream","38068-03100101002993","",1033.6874253,"Zone 4"
"486","FLSS21001-486",566992.336156093,368809.874847311,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100102000953","Zone 4",3.40853628446,"Stream","32957-03100102000953","",3408.53628446,"Zone 4"
"487","FLSS21001-487",556506.859790075,477468.188590294,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Cypress Creek","03100205001495","Zone 4",5.3365472399,"Stream","108412-03100205001495","",5336.5472399,"Zone 4"
"488","FLSS21001-488",604547.912588478,409942.098265854,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Little Payne Creek","03100101005173","Zone 4",0.911096706162,"Stream","36970-03100101005173","",911.096706162,"Zone 4"
"489","FLSS21001-489",636152.227077456,350692.555096828,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Cow Slough","03100101005147","Zone 4",0.961090125181,"Stream","36499-03100101005147","",961.090125181,"Zone 4"
"490","FLSS21001-490",527652.646937092,453561.200022868,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100206000256","Zone 4",1.14775869288,"Stream","35314-03100206000256","",1147.75869288,"Zone 4"
"491","FLSS21001-491",592838.07476424,430660.504069071,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Thirtymile Creek","03100204001201","Zone 4",0.666410980529,"Stream","37511-03100204001201","",666.410980529,"Zone 4"
"492","FLSS21001-492",627737.067840267,392408.909278135,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101003103","Zone 4",3.0123863523,"Stream","31400-03100101003103","",3012.3863523,"Zone 4"
"493","FLSS21001-493",580908.484322887,372974.657652765,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100102000271","Zone 4",1.31695282935,"Stream","32650-03100102000271","",1316.95282935,"Zone 4"
"494","FLSS21001-494",584390.31247636,540646.617729696,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100208000554","Zone 4",2.03347047912,"Stream","36000-03100208000554","",2033.47047912,"Zone 4"
"495","FLSS21001-495",570133.062352402,421589.528173427,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100204000219","Zone 4",0.800842140552,"Stream","34896-03100204000219","",800.842140552,"Zone 4"
"496","FLSS21001-496",597249.911253734,361166.617897864,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Buzzard Roost Branch","03100101003337","Zone 4",5.88413805203,"Stream","36413-03100101003337","",5884.13805203,"Zone 4"
"497","FLSS21001-497",594660.402646619,378260.779586552,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101003742","Zone 4",2.08959925257,"Stream","107521-03100101003742","",2089.59925257,"Zone 4"
"498","FLSS21001-498",653530.074847133,395795.981070396,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03090101022258","Zone 4",1.61407010173,"Stream","29738-03090101022258","",1614.07010173,"Zone 4"
"499","FLSS21001-499",584643.695008675,459884.492550531,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Itchepackesassa Creek","03100205000526","Zone 4",1.4577189349,"Stream","36850-03100205000526","",1457.7189349,"Zone 4"
"500","FLSS21001-500",627881.073143466,403840.263416534,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101004162","Zone 4",3.68119754701,"Stream","38003-03100101004162","",3681.19754701,"Zone 4"
"501","FLSS21001-501",616739.051066142,359570.166659782,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101002972","Zone 4",0.25038323722,"Stream","108909-03100101002972","",250.38323722,"Zone 4"
"502","FLSS21001-502",555068.843057959,390165.783840462,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Gates Creek","03100202000629","Zone 4",2.05766660172,"Stream","108962-03100202000629","",2057.66660172,"Zone 4"
"503","FLSS21001-503",572818.8353543,475779.855591681,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100205000376","Zone 4",3.65640208245,"Stream","35092-03100205000376","",3656.40208245,"Zone 4"
"504","FLSS21001-504",608348.998682278,400260.244408904,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Plunder Branch","03100101003257","Zone 4",1.69939479108,"Stream","37331-03100101003257","",1699.39479108,"Zone 4"
"505","FLSS21001-505",596340.037607462,350416.588394247,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101002780","Zone 4",2.58549660842,"Stream","108308-03100101002780","",2585.49660842,"Zone 4"
"506","FLSS21001-506",540676.889901767,450723.593347254,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Rocky Creek","03100206000439","Zone 4",5.59198977086,"Stream","37385-03100206000439","",5591.98977086,"Zone 4"
"507","FLSS21001-507",591456.2739411,420301.378225684,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Lake Branch","03100204000139","Zone 4",4.12140195058,"Stream","36896-03100204000139","",4121.40195058,"Zone 4"
"508","FLSS21001-508",628414.673330012,379991.642489664,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Oak Creek","03100101000089","Zone 4",1.52808004095,"Stream","108435-03100101000089","",1528.08004095,"Zone 4"
"509","FLSS21001-509",581178.15709891,361908.688406689,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100102002841","Zone 4",1.19392857294,"Stream","33105-03100102002841","",1193.92857294,"Zone 4"
"510","FLSS21001-510",617846.114067227,481215.692589474,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100208000615","Zone 4",1.01322985873,"Stream","36036-03100208000615","",1013.22985873,"Zone 4"
"511","FLSS21001-511",605794.024216555,477633.21217724,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Grass Creek","03100208000381","Zone 4",2.0460148457,"Stream","107691-03100208000381","",2046.0148457,"Zone 4"
"512","FLSS21001-512",610567.23566476,390797.486877612,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Troublesome Creek","03100101000244","Zone 4",2.94254853727,"Stream","37528-03100101000244","Called twice with no answer and no option for voice mail. Letter sent 06/13/2019 with no response (KC, 07/16/2019).",2942.54853727,"Zone 4"
"513","FLSS21001-513",570974.968275163,395537.527202589,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100202000799","Zone 4",1.45444418491,"Stream","38032-03100202000799","",1454.44418491,"Zone 4"
"514","FLSS21001-514",650441.127673364,439647.93860277,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03090101016910","Zone 4",0.85095640159,"Stream","98622-03090101016910","",850.95640159,"Zone 4"
"515","FLSS21001-515",599914.211628096,464500.686429391,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100208000455","Zone 4",2.26241718305,"Stream","35961-03100208000455","",2262.41718305,"Zone 4"
"516","FLSS21001-516",563949.357891162,383468.975417768,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100202000820","Zone 4",1.01026373098,"Stream","34417-03100202000820","",1010.26373098,"Zone 4"
"517","FLSS21001-517",635246.464028652,410805.939651107,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Mill Seat Creek","03090101019760","Zone 4",1.14334280743,"Stream","37035-03090101019760","",1143.34280743,"Zone 4"
"518","FLSS21001-518",548536.580942855,406357.149564974,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Cockroach Creek","03100206000371","Zone 4",3.61961000398,"Stream","36475-03100206000371","",3619.61000398,"Zone 4"
"519","FLSS21001-519",568640.657245264,399031.246025084,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Gamble Creek","03100202000850","Zone 4",2.93885021251,"Stream","36643-03100202000850","",2938.85021251,"Zone 4"
"520","FLSS21001-520",613098.861314299,349721.486477074,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101002945","Zone 4",2.51420983463,"Stream","107499-03100101002945","",2514.20983463,"Zone 4"
"521","FLSS21001-521",621552.73853372,393533.202719694,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101000748","Zone 4",4.33154402427,"Stream","30403-03100101000748","",4331.54402427,"Zone 4"
"522","FLSS21001-522",531096.623796119,494143.894303747,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Indian Creek","03100207001021","Zone 4",0.703593739004,"Stream","36846-03100207001021","",703.593739004,"Zone 4"
"523","FLSS21001-523",608366.701796432,454114.735286865,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101007154","Zone 4",0.736790688166,"Stream","32300-03100101007154","",736.790688166,"Zone 4"
"524","FLSS21001-524",563453.609627982,373032.926603872,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100201000930","Zone 4",3.53816677911,"Stream","33812-03100201000930","",3538.16677911,"Zone 4"
"525","FLSS21001-525",556089.835307326,439601.399770514,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100206000312","Zone 4",0.465626596531,"Stream","113742-03100206000312","",465.626596531,"Zone 4"
"526","FLSS21001-526",617503.482451375,327496.889914233,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101002224","Zone 4",1.29449717937,"Stream","31009-03100101002224","",1294.49717937,"Zone 4"
"527","FLSS21001-527",585908.072173957,351138.370333621,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100102000499","Zone 4",3.58094513622,"Stream","32725-03100102000499","",3580.94513622,"Zone 4"
"528","FLSS21001-528",568590.29878104,548421.081835282,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Gum Slough","03100208000546","Zone 4",1.60012892025,"Stream","36719-03100208000546","",1600.12892025,"Zone 4"
"529","FLSS21001-529",561721.142318641,420673.593490405,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Little Bullfrog Creek","03100206000097","Zone 4",4.9689203608,"Stream","36915-03100206000097","WR GIS Incorrect - Point is >50m away from stream, NAW - redigitized stream using Bing oblique imagery 7/22/2016",4968.9203608,"Zone 4"
"530","FLSS21001-530",612346.037584713,370747.164135457,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Bear Branch","03100101003278","Zone 4",3.62479485803,"Stream","107657-03100101003278","Access denied 07/15/2019. Part of the property owned by E&D Ranch is being sold, and they do not want to participate in the program while this is occurring (KC, 07/22/19)",3624.79485803,"Zone 4"
"531","FLSS21001-531",595856.946288114,382500.710091756,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Elder Branch","03100101002765","Zone 4",5.05897545209,"Stream","36577-03100101002765","",5058.97545209,"Zone 4"
"532","FLSS21001-532",653113.113671493,385140.945375146,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03090101024631","Zone 4",0.226144075386,"Stream","29820-03090101024631","",226.144075386,"Zone 4"
"533","FLSS21001-533",581136.268238151,451420.674028632,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100205006901","Zone 4",2.84543898242,"Stream","107625-03100205006901","Very flooded during visit on 08/14/2019 KC",2845.43898242,"Zone 4"
"534","FLSS21001-534",616680.963908923,375913.236263009,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Charlie Creek","03100101000080","Zone 4",5.51082122928,"Stream","36441-03100101000080","",5510.82122928,"Zone 4"
"535","FLSS21001-535",614520.952020531,403414.7066224,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Payne Creek","03100101000218","Zone 4",3.91584770996,"Stream","37182-03100101000218","",3915.84770996,"Zone 4"
"536","FLSS21001-536",551334.135522423,452697.074246594,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Curiosity Creek","03100205000439","Zone 4",5.11835460679,"Stream","36515-03100205000439","",5118.35460679,"Zone 4"
"537","FLSS21001-537",579588.18793872,424189.006991277,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100204000113","Zone 4",3.7842705912,"Stream","34869-03100204000113","",3784.2705912,"Zone 4"
"538","FLSS21001-538",632180.370130344,391614.527775225,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Charlie Creek","03100101000106","Zone 4",0.104887249713,"Stream","36453-03100101000106","",104.887249713,"Zone 4"
"539","FLSS21001-539",583500.759751699,361035.920021433,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Mud Slough","03100102010793","Zone 4",0.973280943793,"Stream","37051-03100102010793","",973.280943793,"Zone 4"
"540","FLSS21001-540",586467.852136038,529974.559961252,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Shady Brook","03100208000312","Zone 4",8.00767115509,"Stream","37416-03100208000312","",8007.67115509,"Zone 4"
"541","FLSS21001-541",569634.171769988,427202.484378818,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Bell Creek","03100204000058","Zone 4",3.68651531632,"Stream","36275-03100204000058","",3686.51531632,"Zone 4"
"542","FLSS21001-542",565820.313505919,381949.651196122,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100202001142","Zone 4",1.88442406196,"Stream","34476-03100202001142","Left several voicemails with no response from property owner. KC 08/01/2019",1884.42406196,"Zone 4"
"543","FLSS21001-543",634785.866806656,402883.239831726,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101003080","Zone 4",3.66885509694,"Stream","31383-03100101003080","",3668.85509694,"Zone 4"
"544","FLSS21001-544",550085.654831984,384510.455988525,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Williams Creek","03100202000895","Zone 4",1.99646441677,"Stream","37576-03100202000895","",1996.46441677,"Zone 4"
"545","FLSS21001-545",559018.368662693,352631.566500355,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100201003850","Zone 4",0.223940972403,"Stream","34068-03100201003850","",223.940972403,"Zone 4"
"546","FLSS21001-546",535131.547450337,569770.98769157,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Tenmile Creek","03110101000405","Zone 4",1.57724230914,"Stream","10361-03110101000405","",1577.24230914,"Zone 4"
"547","FLSS21001-547",575933.676171434,428524.351542657,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Little Fishhawk Creek","03100204001083","Zone 4",0.50842183725,"Stream","36935-03100204001083","",508.42183725,"Zone 4"
"548","FLSS21001-548",594231.849742017,376805.898483883,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100102003636","Zone 4",0.562927448492,"Stream","33179-03100102003636","",562.927448492,"Zone 4"
"549","FLSS21001-549",610743.741157999,394155.658859479,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","East Branch Troublesome Creek","03100101003268","Zone 4",4.32564410367,"Stream","36568-03100101003268","",4325.64410367,"Zone 4"
"550","FLSS21001-550",654806.251413278,402384.542975988,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03090101020502","Zone 4",0.763245525579,"Stream","29616-03090101020502","",763.245525579,"Zone 4"
"551","FLSS21001-551",578572.639164914,446963.974456717,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Spartman Branch","03100205000531","Zone 4",5.4173821369,"Stream","37483-03100205000531","",5417.3821369,"Zone 4"
"552","FLSS21001-552",600815.174111151,384478.092487919,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101005695","Zone 4",1.16706598927,"Stream","37845-03100101005695","",1167.06598927,"Zone 4"
"553","FLSS21001-553",592121.806405351,459044.036007099,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100205001550","Zone 4",1.77741685187,"Stream","35220-03100205001550","",1777.41685187,"Zone 4"
"554","FLSS21001-554",628060.387538755,417433.860386084,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Bowlegs Creek","03100101005169","Zone 4",3.6275073116,"Stream","36352-03100101005169","",3627.5073116,"Zone 4"
"555","FLSS21001-555",614111.085692724,332947.340735521,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Cypress Slough","03100101005394","Zone 4",3.2598643908,"Stream","36545-03100101005394","",3259.8643908,"Zone 4"
"556","FLSS21001-556",543453.644117423,474960.610108473,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100207001119","Zone 4",5.28543673157,"Stream","35706-03100207001119","",5285.43673157,"Zone 4"
"557","FLSS21001-557",572183.931659255,347195.48964286,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Deer Prairie Slough","03100102008627","Zone 4",1.84959607915,"Stream","36556-03100102008627","",1849.59607915,"Zone 4"
"558","FLSS21001-558",560016.836781471,496751.672495866,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100207003368","Zone 4",0.957127221141,"Stream","35767-03100207003368","",957.127221141,"Zone 4"
"559","FLSS21001-559",578862.863036957,410084.415863061,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Howard Prairie Branch","03100203000057","Zone 4",2.9805460792,"Stream","36825-03100203000057","",2980.5460792,"Zone 4"
"560","FLSS21001-560",578718.28964913,391488.128315331,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","North Fork Manatee River","03100202000069","Zone 4",4.31624261058,"Stream","37119-03100202000069","",4316.24261058,"Zone 4"
"561","FLSS21001-561",596059.973907667,441372.748310646,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Poley Creek","03100204000039","Zone 4",2.03562101903,"Stream","37332-03100204000039","",2035.62101903,"Zone 4"
"562","FLSS21001-562",625361.628776485,412070.727569879,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Bowlegs Creek","03100101000182","Zone 4",1.48279856003,"Stream","36349-03100101000182","",1482.79856003,"Zone 4"
"563","FLSS21001-563",610421.984077353,380329.180583727,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Oak Creek","03100101000249","Zone 4",4.07081622019,"Stream","37131-03100101000249","",4070.81622019,"Zone 4"
"564","FLSS21001-564",561758.332231046,361481.582044588,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100201000934","Zone 4",2.3648974455,"Stream","33815-03100201000934","",2364.8974455,"Zone 4"
"565","FLSS21001-565",600314.20272476,401227.163101392,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Gum Swamp Branch","03100101000302","Zone 4",6.02611981478,"Stream","36728-03100101000302","",6026.11981478,"Zone 4"
"566","FLSS21001-566",531342.779424586,460128.557445231,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100206001483","Zone 4",1.90887516872,"Stream","35395-03100206001483","",1908.87516872,"Zone 4"
"567","FLSS21001-567",555725.836721468,412659.484438078,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100203002907","Zone 4",3.07561513861,"Stream","34837-03100203002907","",3075.61513861,"Zone 4"
"568","FLSS21001-568",588145.825597964,361801.076798506,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100102000535","Zone 4",2.1804791264,"Stream","32738-03100102000535","",2180.4791264,"Zone 4"
"569","FLSS21001-569",610088.835992843,374288.514063632,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Limestone Creek","03100101003277","Zone 4",5.74995106236,"Stream","108964-03100101003277","",5749.95106236,"Zone 4"
"570","FLSS21001-570",640912.850495418,389553.13527103,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Little Charley Bowlegs Creek","03100101004029","Zone 4",1.21381564762,"Stream","109019-03100101004029","",1213.81564762,"Zone 4"
"571","FLSS21001-571",622017.810122055,403559.156891815,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Little Charlie Creek","03100101000146","Zone 4",2.46719439929,"Stream","36922-03100101000146","",2467.19439929,"Zone 4"
"572","FLSS21001-572",552636.690903821,361175.802199924,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100201002086","Zone 4",2.22826070362,"Stream","33951-03100201002086","",2228.26070362,"Zone 4"
"573","FLSS21001-573",572596.38750894,458919.822561201,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Two Hole Branch","03100205000327","Zone 4",7.11628731938,"Stream","37542-03100205000327","",7116.28731938,"Zone 4"
"574","FLSS21001-574",633656.34599492,353979.373966018,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101003928","Zone 4",4.05033190907,"Stream","31807-03100101003928","",4050.33190907,"Zone 4"
"575","FLSS21001-575",635411.504030516,379265.665781337,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Oak Creek","03100101000092","Zone 4",3.79811113677,"Stream","107740-03100101000092","",3798.11113677,"Zone 4"
"576","FLSS21001-576",608724.930648638,481161.321455118,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100208000598","Zone 4",1.62126105642,"Stream","37659-03100208000598","Attempted to access 07/24/2019. Fallen trees and dense vegetation made it impossible to access point on stream. (KC, 07/24/2019).",1621.26105642,"Zone 4"
"577","FLSS21001-577",615641.878914594,364874.341215632,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100101002989","Zone 4",2.41294746629,"Stream","31328-03100101002989","",2412.94746629,"Zone 4"
"578","FLSS21001-578",655682.455881084,375261.873694107,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03090101025663","Zone 4",1.34951655844,"Stream","29852-03090101025663","",1349.51655844,"Zone 4"
"579","FLSS21001-579",577594.714983169,463708.294110014,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Big Ditch","03100205000530","Zone 4",4.51645116204,"Stream","36283-03100205000530","",4516.45116204,"Zone 4"
"580","FLSS21001-580",636305.565479147,375905.548504668,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","Oak Creek","03100101000093","Zone 4",0.945105118439,"Stream","109033-03100101000093","",945.105118439,"Zone 4"
"581","FLSS21001-581",571618.264003807,408342.135673066,"Equal",279937.0160821,"Zone 4","OverSamp","NotEval"," ","","03100203000103","Zone 4",1.04330407657,"Stream","34722-03100203000103","",1043.30407657,"Zone 4"
