"","siteID","xcoord","ycoord","mdcaty","wgt","stratum","panel","EvalStatus","EvalReason","gnis_name","reachcode","c3_zone","length_km","resource","streamcode","comment202","shape_leng","basin_name"
"232","FLSS21001-232",518508.773920057,582483.067194612,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110101008591","Zone 2",0.70282493249,"Stream","9557-03110101008591","",702.82493249,"Zone 2"
"233","FLSS21001-233",408632.074930546,714071.956538967,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Coocksey Branch","03120001000022","Zone 2",0.546958816903,"Stream","98470-03120001000022","",546.958816903,"Zone 2"
"234","FLSS21001-234",560673.432764132,661514.301478571,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206010723","Zone 2",3.73057017423,"Stream","9938-03110206010723","",3730.57017423,"Zone 2"
"235","FLSS21001-235",479374.651189067,647019.459124034,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Eightmile Creek","03110102000078","Zone 2",19.9930257964,"Stream","9073-03110102000078","",19993.0257964,"Zone 2"
"236","FLSS21001-236",514794.189834731,711152.883206142,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110201000496","Zone 2",1.57502565074,"Stream","9604-03110201000496","",1575.02565074,"Zone 2"
"237","FLSS21001-237",445798.365481934,665714.837882997,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Weaver Warrior Creek","03110102000333","Zone 2",3.07371377779,"Stream","9308-03110102000333","",3073.71377779,"Zone 2"
"238","FLSS21001-238",466515.718397956,650094.392475553,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110102000103","Zone 2",1.9682018024,"Stream","8534-03110102000103","",1968.2018024,"Zone 2"
"239","FLSS21001-239",549694.213646495,687366.246474134,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Olustee Creek","03110206010641","Zone 2",1.3443765309,"Stream","10119-03110206010641","",1344.3765309,"Zone 2"
"240","FLSS21001-240",509234.809887596,577296.404961811,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110101000510","Zone 2",1.02726710909,"Stream","9533-03110101000510","",1027.26710909,"Zone 2"
"241","FLSS21001-241",408652.216844873,696624.761306987,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110103000290","Zone 2",2.71478860291,"Stream","8876-03110103000290","",2714.78860291,"Zone 2"
"242","FLSS21001-242",546069.08594968,661212.323081739,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000285","Zone 2",1.40540437965,"Stream","9728-03110206000285","",1405.40437965,"Zone 2"
"243","FLSS21001-243",472575.273620121,664163.690223018,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Calf Creek","03110102000912","Zone 2",1.0090151433,"Stream","9023-03110102000912","",1009.0151433,"Zone 2"
"244","FLSS21001-244",513292.94639603,705196.442378051,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Swift Creek","03110201000491","Zone 2",1.6140481422,"Stream","10261-03110201000491","",1614.0481422,"Zone 2"
"245","FLSS21001-245",486720.545389718,618548.806455737,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","California Creek","03110102001233","Zone 2",2.95815952801,"Stream","9034-03110102001233","",2958.15952801,"Zone 2"
"246","FLSS21001-246",517017.234447445,728658.487105464,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Cypress Creek","03110201000476","Zone 2",4.40535049163,"Stream","9987-03110201000476","",4405.35049163,"Zone 2"
"247","FLSS21001-247",430399.439949361,673326.839330484,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Fenholloway River","03110102013746","Zone 2",6.35078112834,"Stream","9086-03110102013746","",6350.78112834,"Zone 2"
"248","FLSS21001-248",536569.648854514,683494.781284143,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Price Creek","03110206010733","Zone 2",0.349120693164,"Stream","10152-03110206010733","",349.120693164,"Zone 2"
"249","FLSS21001-249",564725.906372163,643774.581004573,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000214","Zone 2",2.28761920231,"Stream","9689-03110206000214","",2287.61920231,"Zone 2"
"250","FLSS21001-250",490094.238794739,594967.681524922,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Turkey Creek","03110205005825","Zone 2",2.52711058149,"Stream","9279-03110205005825","",2527.11058149,"Zone 2"
"251","FLSS21001-251",402532.919087917,683054.213874933,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110103000275","Zone 2",1.98172043986,"Stream","8871-03110103000275","",1981.72043986,"Zone 2"
"252","FLSS21001-252",561778.859385916,667708.458304865,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000161","Zone 2",0.836353988935,"Stream","9667-03110206000161","",836.353988935,"Zone 2"
"253","FLSS21001-253",464157.932487604,710612.392409747,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Norton Creek","03110203001280","Zone 2",2.39246521532,"Stream","9177-03110203001280","",2392.46521532,"Zone 2"
"254","FLSS21001-254",504478.873711595,704528.544220291,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110201000307","Zone 2",2.06912976486,"Stream","9569-03110201000307","",2069.12976486,"Zone 2"
"255","FLSS21001-255",557578.031936124,688130.776481396,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03070204000312","Zone 2",1.83690395862,"Stream","98477-03070204000312","",1836.90395862,"Zone 2"
"256","FLSS21001-256",537028.277845249,730030.160025941,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Little Swannee Creek","03110201006051","Zone 2",4.36619515185,"Stream","10042-03110201006051","",4366.19515185,"Zone 2"
"257","FLSS21001-257",455847.819420024,653766.993610663,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","California Creek","03110102000374","Zone 2",6.75279146558,"Stream","9031-03110102000374","4 Rivers Land Co formerly Foley Timber, Denies access for Surfacewater but allows for Groundwater",6752.79146558,"Zone 2"
"258","FLSS21001-258",518650.690374263,580226.787837396,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Chicken Slough","03110101000336","Zone 2",0.663349913693,"Stream","9971-03110101000336","",663.349913693,"Zone 2"
"259","FLSS21001-259",438259.960231954,671924.063724036,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Fenholloway River","03110102013744","Zone 2",3.90092037452,"Stream","9085-03110102013744","",3900.92037452,"Zone 2"
"260","FLSS21001-260",538871.120204369,679723.632303786,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Rose Creek","03110206003628","Zone 2",1.58988688388,"Stream","109244-03110206003628","",1589.88688388,"Zone 2"
"261","FLSS21001-261",426507.006170704,735003.337394903,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Aucilla River","03110103002030","Zone 2",4.17002096649,"Stream","8987-03110103002030","",4170.02096649,"Zone 2"
"262","FLSS21001-262",438681.187696721,682748.206957374,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Woods Creek","03110102000519","Zone 2",4.88690153786,"Stream","9320-03110102000519","",4886.90153786,"Zone 2"
"263","FLSS21001-263",564083.713942027,658690.746298829,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000248","Zone 2",2.66064903187,"Stream","9703-03110206000248","",2660.64903187,"Zone 2"
"264","FLSS21001-264",525336.458123727,700935.741162696,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Falling Creek","03110201000108","Zone 2",8.13624934206,"Stream","9999-03110201000108","",8136.24934206,"Zone 2"
"265","FLSS21001-265",471846.721451359,606506.062812003,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110102001156","Zone 2",1.59954213744,"Stream","98809-03110102001156","",1599.54213744,"Zone 2"
"266","FLSS21001-266",519239.847447806,727156.668108801,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Cypress Creek","03110201000476","Zone 2",4.40535049163,"Stream","9987-03110201000476","",4405.35049163,"Zone 2"
"267","FLSS21001-267",437272.495655317,658613.168879211,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Spring Warrior Creek","03110102000203","Zone 2",9.6604564247,"Stream","9229-03110102000203","",9660.4564247,"Zone 2"
"268","FLSS21001-268",532575.172410283,707243.250399438,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Deep Creek","03110201000016","Zone 2",6.67047133535,"Stream","9989-03110201000016","",6670.47133535,"Zone 2"
"269","FLSS21001-269",557150.038997879,646108.55781827,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Rocky Creek","03110206000189","Zone 2",6.10668536368,"Stream","10175-03110206000189","",6106.68536368,"Zone 2"
"270","FLSS21001-270",508628.988022946,581278.904915474,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Kelly Creek","03110101000215","Zone 2",1.41066044573,"Stream","10017-03110101000215","",1410.66044573,"Zone 2"
"271","FLSS21001-271",446175.735167348,650189.321011113,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Blue Creek","03110102022239","Zone 2",6.54586689205,"Stream","98872-03110102022239","",6545.86689205,"Zone 2"
"272","FLSS21001-272",510040.180643717,687233.030615102,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Little River","03110205000083","Zone 2",1.02141424952,"Stream","10040-03110205000083","",1021.41424952,"Zone 2"
"273","FLSS21001-273",496101.691580871,727469.815087266,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Little Alapaha River","03110202007291","Zone 2",2.42937023408,"Stream","10028-03110202007291","",2429.37023408,"Zone 2"
"274","FLSS21001-274",552798.463159099,639537.28068845,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Turkey Creek","03110206000357","Zone 2",1.76320629518,"Stream","10302-03110206000357","",1763.20629518,"Zone 2"
"275","FLSS21001-275",463405.504284032,636663.248298747,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110102012441","Zone 2",0.684484855305,"Stream","8747-03110102012441","",684.484855305,"Zone 2"
"276","FLSS21001-276",535783.02827235,571462.493715819,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110101000406","Zone 2",0.89139632232,"Stream","98480-03110101000406","",891.39632232,"Zone 2"
"277","FLSS21001-277",559282.859904162,654936.634916203,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000241","Zone 2",2.34021426437,"Stream","9701-03110206000241","",2340.21426437,"Zone 2"
"278","FLSS21001-278",512539.765815202,585054.355407245,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110101000265","Zone 2",0.872800805963,"Stream","9449-03110101000265","",872.800805963,"Zone 2"
"279","FLSS21001-279",432625.637808295,720612.792280595,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110103000145","Zone 2",4.83190228158,"Stream","8855-03110103000145","",4831.90228158,"Zone 2"
"280","FLSS21001-280",579331.27694194,674852.610962048,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000264","Zone 2",1.92098419889,"Stream","9712-03110206000264","",1920.98419889,"Zone 2"
"281","FLSS21001-281",420320.674443068,668178.083558517,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Regular Creek","03110102022380","Zone 2",1.8930399694,"Stream","9345-03110102022380","",1893.0399694,"Zone 2"
"282","FLSS21001-282",486447.393066444,627597.515729481,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110102000467","Zone 2",2.79497052108,"Stream","8576-03110102000467","",2794.97052108,"Zone 2"
"283","FLSS21001-283",549850.835788439,644956.643278866,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000345","Zone 2",3.93674789712,"Stream","9761-03110206000345","",3936.74789712,"Zone 2"
"284","FLSS21001-284",524713.672619491,581031.213131694,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110101000403","Zone 2",1.36008020616,"Stream","9525-03110101000403","",1360.08020616,"Zone 2"
"285","FLSS21001-285",478656.684018284,646519.796635136,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Eightmile Creek","03110102000078","Zone 2",19.9930257964,"Stream","9073-03110102000078","",19993.0257964,"Zone 2"
"286","FLSS21001-286",522824.634463315,598211.595740461,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110101000383","Zone 2",0.24711347291,"Stream","9514-03110101000383","",247.11347291,"Zone 2"
"287","FLSS21001-287",423999.639085868,683410.24405082,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Regular Creek","03110102000599","Zone 2",8.36860669863,"Stream","9203-03110102000599","",8368.60669863,"Zone 2"
"288","FLSS21001-288",549028.448507339,662611.54389126,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000283","Zone 2",1.63618577156,"Stream","9724-03110206000283","",1636.18577156,"Zone 2"
"289","FLSS21001-289",420962.531326752,677281.036278337,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110102000601","Zone 2",2.17781288411,"Stream","8592-03110102000601","",2177.81288411,"Zone 2"
"290","FLSS21001-290",553785.089723275,653216.795470155,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000179","Zone 2",2.31164989006,"Stream","9673-03110206000179","",2311.64989006,"Zone 2"
"291","FLSS21001-291",500275.959704303,713631.540346543,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110201000506","Zone 2",1.62603696637,"Stream","9611-03110201000506","",1626.03696637,"Zone 2"
"292","FLSS21001-292",581614.088516836,674244.908069277,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000261","Zone 2",1.89039508586,"Stream","9709-03110206000261","",1890.39508586,"Zone 2"
"293","FLSS21001-293",426656.716213518,724445.422855496,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Gum Creek","03110103002039","Zone 2",2.83906376468,"Stream","9113-03110103002039","",2839.06376468,"Zone 2"
"294","FLSS21001-294",578799.397557211,680173.644229093,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","New River","03110206010625","Zone 2",1.44021609301,"Stream","10091-03110206010625","",1440.21609301,"Zone 2"
"295","FLSS21001-295",407575.838617601,703645.988527693,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110103001619","Zone 2",0.720507236589,"Stream","8906-03110103001619","",720.507236589,"Zone 2"
"296","FLSS21001-296",544903.911520026,662738.437859558,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206000287","Zone 2",6.61253908316,"Stream","9730-03110206000287","",6612.53908316,"Zone 2"
"297","FLSS21001-297",440792.602081784,680641.429545783,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110102000636","Zone 2",0.463673311373,"Stream","8599-03110102000636","",463.673311373,"Zone 2"
"298","FLSS21001-298",540176.497031836,692039.76685582,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","Falling Creek","03110201000109","Zone 2",2.97392129222,"Stream","10356-03110201000109","",2973.92129222,"Zone 2"
"299","FLSS21001-299",570155.271555981,659825.981662572,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","","03110206009999","Zone 2",1.23573238682,"Stream","9841-03110206009999","",1235.73238682,"Zone 2"
"300","FLSS21001-300",481674.090605099,602609.870306499,"Equal",146788.916761147,"Zone 2","OverSamp","NotEval"," ","California Creek","03110102000304","Zone 2",0.821316161804,"Stream","9025-03110102000304","",821.316161804,"Zone 2"
"301","FLSS21001-301",664405.543711768,593518.854195674,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","Middle Haw Creek","03080103000235","Zone 3",5.20080096178,"Stream","13523-03080103000235","",5200.80096178,"Zone 3"
"302","FLSS21001-302",624375.9360032,660283.31731351,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03080103018898","Zone 3",5.08165645782,"Stream","12456-03080103018898","",5081.65645782,"Zone 3"
"303","FLSS21001-303",591682.277789208,716339.49549927,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03070204000659","Zone 3",1.61457428342,"Stream","10664-03070204000659","",1614.57428342,"Zone 3"
"304","FLSS21001-304",599649.060131921,535574.199483483,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03100208000263","Zone 3",2.09790293308,"Stream","12729-03100208000263","",2097.90293308,"Zone 3"
"305","FLSS21001-305",655772.112758847,649624.32717264,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","Moultrie Creek","03080201000020","Zone 3",4.39726821716,"Stream","13595-03080201000020","",4397.26821716,"Zone 3"
"306","FLSS21001-306",606030.135525039,621391.607229665,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03080102001770","Zone 3",1.05766052168,"Stream","11888-03080102001770","",1057.66052168,"Zone 3"
"307","FLSS21001-307",599468.442160668,749402.616652785,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","Little Saint Marys River","03070204000139","Zone 3",2.84186965987,"Stream","13464-03070204000139","",2841.86965987,"Zone 3"
"308","FLSS21001-308",694713.029293022,459693.760926792,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03080101014052","Zone 3",2.67614416429,"Stream","10959-03080101014052","",2676.14416429,"Zone 3"
"309","FLSS21001-309",628953.290908766,669889.397362074,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03080103002674","Zone 3",4.79806665465,"Stream","12399-03080103002674","",4798.06665465,"Zone 3"
"310","FLSS21001-310",631901.267972705,700827.628688581,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","Pottsburg Creek","03080103000274","Zone 3",4.67736485553,"Stream","107265-03080103000274","",4677.36485553,"Zone 3"
"311","FLSS21001-311",648327.350230193,539520.285387493,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","Black Water Creek","03080101027304","Zone 3",0.256654778154,"Stream","12806-03080101027304","",256.654778154,"Zone 3"
"312","FLSS21001-312",699588.637460737,512743.928301624,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03080101028606","Zone 3",0.777483509558,"Stream","11645-03080101028606","",777.483509558,"Zone 3"
"313","FLSS21001-313",609511.609051557,680804.163387462,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03080103001909","Zone 3",4.51254958517,"Stream","12317-03080103001909","",4512.54958517,"Zone 3"
"314","FLSS21001-314",622702.298759187,725881.469653073,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","Seaton Creek","03070205000086","Zone 3",4.24349998624,"Stream","14121-03070205000086","",4243.49998624,"Zone 3"
"315","FLSS21001-315",678755.993280066,503080.904686142,"Equal",298968.065800714,"Zone 3","Base","NotEval"," ","","03080101026718","Zone 3",1.62166147865,"Stream","11458-03080101026718","",1621.66147865,"Zone 3"
"316","FLSS21001-316",578142.943254876,629152.532136714,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Lochloosa Creek","03080102018337","Zone 3",2.40520053118,"Stream","13493-03080102018337","",2405.20053118,"Zone 3"
"317","FLSS21001-317",659419.021298138,628814.079696382,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Dave Branch","03080201001165","Zone 3",1.92517828703,"Stream","13009-03080201001165","",1925.17828703,"Zone 3"
"318","FLSS21001-318",628621.433411132,657526.199506416,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080103018853","Zone 3",1.56886347986,"Stream","108741-03080103018853","",1568.86347986,"Zone 3"
"319","FLSS21001-319",608423.76457859,719649.039685641,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Thomas Creek","03070205000353","Zone 3",0.860139495714,"Stream","106292-03070205000353","",860.139495714,"Zone 3"
"320","FLSS21001-320",706663.603785781,430674.242635128,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080101022677","Zone 3",0.953837099838,"Stream","11144-03080101022677","",953.837099838,"Zone 3"
"321","FLSS21001-321",639379.424853198,662853.031756747,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Mill Creek","03080103000309","Zone 3",2.74968391692,"Stream","13543-03080103000309","",2749.68391692,"Zone 3"
"322","FLSS21001-322",633059.903273583,629064.232040774,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Mill Branch","03080103002549","Zone 3",0.93712202491,"Stream","107247-03080103002549","",937.12202491,"Zone 3"
"323","FLSS21001-323",619669.88285869,735493.914007973,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03070205000202","Zone 3",1.44028520482,"Stream","106131-03070205000202","",1440.28520482,"Zone 3"
"324","FLSS21001-324",700088.010105368,451495.66272688,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080101013982","Zone 3",1.61251528304,"Stream","10944-03080101013982","",1612.51528304,"Zone 3"
"325","FLSS21001-325",628507.473109377,677272.470257383,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Mill Creek","03080103001536","Zone 3",0.812184734227,"Stream","98814-03080103001536","",812.184734227,"Zone 3"
"326","FLSS21001-326",618556.250751548,697015.937063068,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Fishing Creek","03080103002703","Zone 3",3.0527971706,"Stream","13166-03080103002703","",3052.7971706,"Zone 3"
"327","FLSS21001-327",683366.473622431,567998.952824765,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080201001067","Zone 3",2.00222563707,"Stream","12549-03080201001067","",2002.22563707,"Zone 3"
"328","FLSS21001-328",695447.973587686,497025.505518407,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Second Creek","03080101024117","Zone 3",0.0857844173232,"Stream","108811-03080101024117","",85.7844173232,"Zone 3"
"329","FLSS21001-329",597333.165946894,677589.858783461,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Duckwater Branch","03080103001897","Zone 3",1.68438863534,"Stream","13062-03080103001897","",1684.38863534,"Zone 3"
"330","FLSS21001-330",595802.893725344,687612.067709567,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Camp Branch","03080103001850","Zone 3",2.39305174055,"Stream","12917-03080103001850","",2393.05174055,"Zone 3"
"331","FLSS21001-331",651905.598570596,530211.050251834,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Little Wekiva River","03080101017144","Zone 3",1.0996934744,"Stream","13481-03080101017144","",1099.6934744,"Zone 3"
"332","FLSS21001-332",572688.128318084,692452.481902165,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","South Prong Saint Marys River","03070204000898","Zone 3",1.32401742705,"Stream","14221-03070204000898","",1324.01742705,"Zone 3"
"333","FLSS21001-333",658284.612682873,587508.137573121,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Little Haw Creek","03080103002587","Zone 3",7.55429812509,"Stream","14554-03080103002587","",7554.29812509,"Zone 3"
"334","FLSS21001-334",597323.022503416,607859.460919838,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080102001702","Zone 3",3.94435478492,"Stream","11854-03080102001702","",3944.35478492,"Zone 3"
"335","FLSS21001-335",591897.411052136,730253.16642955,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Mill Creek","03070204000172","Zone 3",2.35142791796,"Stream","13530-03070204000172","",2351.42791796,"Zone 3"
"336","FLSS21001-336",715345.467544523,401065.690304394,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Jim Green Creek","03080101017386","Zone 3",3.38156472345,"Stream","13341-03080101017386","",3381.56472345,"Zone 3"
"337","FLSS21001-337",589910.35376085,645997.170195598,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Alligator Creek","03080103027556","Zone 3",1.16540270171,"Stream","12760-03080103027556","",1165.40270171,"Zone 3"
"338","FLSS21001-338",613539.592943147,635158.261398101,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Palmetto Branch","03080103002296","Zone 3",0.913835524221,"Stream","13756-03080103002296","",913.835524221,"Zone 3"
"339","FLSS21001-339",641209.830278438,566514.194270001,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080101012488","Zone 3",4.28187687239,"Stream","10797-03080101012488","",4281.87687239,"Zone 3"
"340","FLSS21001-340",735390.998046925,447014.768204372,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080202009422","Zone 3",1.28511008411,"Stream","12593-03080202009422","",1285.11008411,"Zone 3"
"341","FLSS21001-341",603879.134170925,663804.486730968,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080103001763","Zone 3",3.70974161619,"Stream","12214-03080103001763","",3709.74161619,"Zone 3"
"342","FLSS21001-342",613169.300909336,705142.37506846,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Cedar River","03080103002702","Zone 3",1.33083344107,"Stream","12936-03080103002702","",1330.83344107,"Zone 3"
"343","FLSS21001-343",630885.652525041,539628.677703001,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080102022178","Zone 3",0.17051700985,"Stream","12043-03080102022178","",170.51700985,"Zone 3"
"344","FLSS21001-344",700646.788257341,502204.54796366,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Jim Creek","03080101024126","Zone 3",1.84136078736,"Stream","13333-03080101024126","",1841.36078736,"Zone 3"
"345","FLSS21001-345",598875.709555011,682307.943752809,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080103001892","Zone 3",2.07399899544,"Stream","12306-03080103001892","",2073.99899544,"Zone 3"
"346","FLSS21001-346",611741.624473949,708708.880051092,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080103001975","Zone 3",0.527996369216,"Stream","113416-03080103001975","",527.996369216,"Zone 3"
"347","FLSS21001-347",679684.259240516,522537.760949168,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080101026436","Zone 3",2.82501959886,"Stream","11416-03080101026436","",2825.01959886,"Zone 3"
"348","FLSS21001-348",580236.51030759,706573.193673218,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","South Prong Saint Marys River","03070204000113","Zone 3",0.623362765066,"Stream","14209-03070204000113","",623.362765066,"Zone 3"
"349","FLSS21001-349",638510.884493374,647310.248559112,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","McCullough Creek","03080103000301","Zone 3",2.05480850936,"Stream","13516-03080103000301","",2054.80850936,"Zone 3"
"350","FLSS21001-350",610229.269325469,633619.079164099,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Oldtown Branch","03080103000700","Zone 3",4.43399054145,"Stream","13711-03080103000700","",4433.99054145,"Zone 3"
"351","FLSS21001-351",589461.782991111,737906.168378782,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03070204000579","Zone 3",1.7196528516,"Stream","98933-03070204000579","",1719.6528516,"Zone 3"
"352","FLSS21001-352",712267.199861784,416858.492857005,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Blue Cypress Creek","03080101017809","Zone 3",2.36542466774,"Stream","12826-03080101017809","",2365.42466774,"Zone 3"
"353","FLSS21001-353",606360.628040056,648580.792324457,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","Ates Creek","03080103000181","Zone 3",2.60379230001,"Stream","12768-03080103000181","",2603.79230001,"Zone 3"
"354","FLSS21001-354",618360.112580236,619472.499820819,"Equal",298968.065800714,"Zone 3","OverSamp","NotEval"," ","","03080103018910","Zone 3",5.3318018735,"Stream","14527-03080103018910","",5331.8018735,"Zone 3"
